/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2116000,2118116
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2118116,2120232
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2120232,2122348
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2122348,2124464
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2124464,2126580
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2126580,2128696
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2128696,2130812
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2130812,2132928
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2132928,2135044
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2135044,2137160
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2137160,2139276
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2139276,2141392
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2141392,2143508
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2143508,2145624
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2145624,2147740
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2147740,2149856
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2149856,2151972
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2151972,2154088
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2154088,2156204
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2156204,2158320
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2158320,2160436
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2160436,2162552
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2162552,2164668
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2164668,2166784
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2166784,2168900
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2168900,2171016
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2171016,2173132
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2173132,2175248
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2175248,2177364
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2177364,2179480
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2179480,2181596
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2181596,2183712
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2183712,2185828
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2185828,2187944
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2187944,2190060
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2190060,2192176
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2192176,2194292
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2194292,2196408
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2196408,2198524
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2198524,2200640
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2200640,2202756
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2202756,2204872
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2204872,2206988
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2206988,2209104
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2209104,2211220
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2211220,2213336
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2213336,2215452
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2215452,2217568
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2217568,2219684
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2219684,2221800
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2221800,2223916
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2223916,2226032
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2226032,2228148
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2228148,2230264
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2230264,2232380
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2232380,2234496
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2234496,2236612
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2236612,2238728
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2238728,2240844
/global/cscratch1/sd/jialin/climate/oceanTemps.hdf5,temperatures,2240844,2242960
